rank_ic,date
0.06075410514192855,2025-04-10
0.08987301388972622,2025-04-11
0.09371785793577808,2025-04-14
0.03807155638692476,2025-04-15
-0.034307258309758705,2025-04-16
-0.05358070121479745,2025-04-17
-0.051621483756709094,2025-04-18
-0.03554366741208027,2025-04-21
-0.04153214960331284,2025-04-22
-0.08912713855117003,2025-04-23
-0.05538634397335342,2025-04-24
-0.07521364223125454,2025-04-25
-0.07159460896576954,2025-04-28
0.023463791779206877,2025-04-29
-0.013066623818148293,2025-04-30
-0.08581961917179776,2025-05-06
-0.11500646757864587,2025-05-07
-0.10581995330042862,2025-05-08
-0.11972373038372305,2025-05-09
-0.18023904682324968,2025-05-12
-0.14293078742673807,2025-05-13
-0.16698321076265668,2025-05-14
-0.11904014047332612,2025-05-15
-0.14816911577210815,2025-05-16
-0.12303425044973378,2025-05-19
-0.1473106168131968,2025-05-20
-0.1405194421293341,2025-05-21
-0.14754857675204633,2025-05-22
0.0731347689218872,2025-05-26
0.1166470966693132,2025-05-27
0.0972094003001555,2025-05-28
0.08422772282569745,2025-05-29
0.10983247506671877,2025-05-30
0.11988129693821341,2025-06-03
0.09678097632351314,2025-06-04
0.08036077210919644,2025-06-05
0.02583396579153538,2025-06-06
-0.05508822374598053,2025-06-09
-0.045068543693966526,2025-06-10
0.013253758446516661,2025-06-11
