model_id,fold,feature,importance,importance_pct
lightgbm_clf_baseline,10,MIN_RATIO_120,165.31829833984375,4.881442527249353
lightgbm_clf_baseline,10,MOM_ACC_60_120,146.27480220794678,4.319134949568788
lightgbm_clf_baseline,10,MAX_RATIO_120,104.28230094909668,3.0791997244363674
lightgbm_clf_baseline,11,ATR_RATIO_60,5664.120974063873,8.305156336842986
lightgbm_clf_baseline,11,AMIHUD_20,5415.496632099152,7.9406047959036625
lightgbm_clf_baseline,11,MIN_RATIO_250,4747.350047588348,6.960918474637015
lightgbm_clf_baseline,11,LOG_CIRC_MV,4578.18861913681,6.712881380110463
lightgbm_clf_baseline,11,STD250,3859.114628791809,5.658521500630705
lightgbm_clf_baseline,11,STD60,3664.687843799591,5.37343845723808
lightgbm_clf_baseline,11,MAX_RATIO_120,3327.337691783905,4.87879052058961
lightgbm_clf_baseline,11,ATR_RATIO_20,2623.0930294394493,3.846174507100497
lightgbm_clf_baseline,11,MIN_RATIO_120,2186.1317019462585,3.205469240634119
lightgbm_clf_baseline,11,MAX_RATIO_250,2165.63477230072,3.175415114687488
lightgbm_clf_baseline,12,LOG_CIRC_MV,15632.206840276718,9.608272766104227
lightgbm_clf_baseline,12,AMIHUD_20,12561.80740903318,7.7210641628845815
lightgbm_clf_baseline,12,ATR_RATIO_60,11254.965233922005,6.917818900778337
lightgbm_clf_baseline,12,STD250,9083.977851748466,5.5834302790804005
lightgbm_clf_baseline,12,ROC_STD_250,8250.77014887333,5.071302531421853
